0,4,Photography,Vehicles,Cosmetics,11.684154591657158,10.3292796680971
1881,5,Films,Television programme,Restaurants,0.4552188688557539,17.992853591402756
1882,5,Music,Music videos,Vehicles,22.981596921909937,14.488520593643335
1883,4,Music,Television programme,TV chat shows,1.8715666138824707,11.495767189386854
1884,5,Television programme,Family,Restaurants,11.211306651015985,24.69156715069858
1885,4,Business,Television programme,TV chat shows,7.072488536969068,10.252698308563915
1886,5,Television programme,TV chat shows,TV comedies,6.698164969876657,16.91031927419564
1887,5,Restaurants,Coffeehouses,Televisions,9.974897389734718,15.77703267019583
1888,4,Reading,Television programme,Restaurants,9.436414868049487,27.881865016420676
1889,4,Live events,Television programme,TV chat shows,4.564422114501064,19.64321428988318
1890,5,Television programme,TV chat shows,Restaurants,3.0842443604383396,3.86357858188485
1891,4,Reading,Alcoholic drink,Restaurants,12.693585535405829,11.750353226734394
1892,5,Television programme,Arts and music,Acting,17.355105749674287,3.89865819022007
1893,4,Television programme,Restaurants,Coffeehouses,10.396154539971521,19.376158771698762
1894,4,Television programme,Restaurants,Consumer electronics,9.305647049954983,6.446805769848997
1895,3,Personal finance,Sales,Vehicles,11.823930914549361,11.457442160247616
1896,4,Television programme,TV chat shows,TV comedies,14.873894720523182,17.515663325921288
1897,4,Music,Television programme,Restaurants,2.7203029137488244,28.47815899906523
1898,4,Drinks,Home and garden,Vehicles,11.810958727031739,0.1491827131661232
1899,6,Restaurants,Computers,Computer memory,2.4959123801572662,6.398422103441288
1900,4,Restaurants,Coffeehouses,Consumer electronics,16.38410666620557,13.742796014941122
1901,5,Drinks,Clothing,Children's clothing,4.401135349953348,26.76818996250826
1902,0,Television programme,Restaurants,Vehicles,17.614361039738235,36.36417174099572
1903,3,Television programme,Family,Restaurants,18.555389302633337,16.858100215929504
1904,5,Restaurants,Coffeehouses,Diners,20.722498607009964,22.252122246713142
1905,4,Television programme,TV chat shows,TV comedies,1.1230384906686286,22.579571009802137
1906,5,Music,Restaurants,Computers,4.881628945054082,4.435158009028937
1907,4,Television programme,TV chat shows,Politics and social issues,6.870694029136201,28.942648409641265
1908,3,Sales,Restaurants,Coffeehouses,14.3870404929567,17.96465576650087
1909,5,Music,Restaurants,Coffeehouses,2.9609414591649506,4.94769004972979
1910,5,Restaurants,Coffeehouses,Diners,10.509727976761306,11.063063954039206
1911,5,Reading,Television programme,Restaurants,12.392795426267664,10.450360812319722
1912,4,Family,Restaurants,Coffeehouses,6.622950240947224,25.246900503289538
1913,4,Television programme,Restaurants,Arts and music,19.001232429842332,12.525268624053908
1914,5,Reading,Television programme,Restaurants,5.6670159293821785,17.86634560154179
1915,4,Business,Music,Television programme,9.624238948422176,10.693049471492234
1916,3,Television programme,Restaurants,Coffeehouses,14.338832412751593,1.8929479172065502
1917,4,Television programme,Restaurants,Consumer electronics,9.551612773342288,37.32629458211262
1918,3,Games,Restaurants,Football,12.535360660766202,15.880767838526173
1919,3,Reading,Restaurants,Coffeehouses,8.144628946647396,24.23856803369091
1920,4,Restaurants,Coffeehouses,Diners,10.257705389004633,23.895258035433876
1921,5,Music,Television programme,Arts and music,4.114267816310342,4.230747203651639
1922,4,Food,Vehicles,4x4s,5.149303340420939,10.009327025065314
1923,4,Television programme,TV chat shows,Restaurants,9.514298982573244,12.992734561698349
1924,5,Food,Sports,Consumer electronics,10.064878314946535,2.1142500934492716
1925,5,Music,Television programme,Restaurants,6.482329434286459,27.91361148501764
1926,5,Restaurants,Coffeehouses,Diners,8.08055171308235,29.749673166228902
1927,4,Television programme,TV chat shows,Restaurants,8.853738361545524,38.21439952941997
1928,4,Television programme,Restaurants,Vehicles,5.697373900389557,1.3543831411778395
1929,4,Television programme,Restaurants,Vehicles,6.079082777289601,0.3644334983722839
1930,5,Vehicles,4x4s,Automobiles,21.519196292515073,29.382214926679637
1931,5,Video games,Restaurants,Coffeehouses,14.016568354009127,1.4749881222910268
1932,5,Music videos,Television programme,TV chat shows,6.897708131482733,3.4717820248159175
1933,4,Films,Restaurants,Football,6.125299676758614,10.45703962272933
1934,4,Television programme,TV chat shows,Politics and social issues,13.805373337704083,21.230645839047185
1935,3,Television programme,Restaurants,Shoes,16.20245068482801,15.470238249868297
1936,4,Restaurants,Coffeehouses,Travel,20.191855822363472,19.243394614694225
1937,3,Films,Vehicles,4x4s,4.321910842867346,5.980169010367781
1938,4,Music videos,Drinks,Vehicles,11.418827523103943,8.240812190449791
1939,5,Television programme,TV chat shows,TV comedies,3.9268064684106827,16.91602230426883
1940,4,Television programme,TV chat shows,TV comedies,3.3897546472331603,15.230829845268394
1941,5,Restaurants,Coffeehouses,Diners,16.714469999765264,16.088333881406353
1942,4,Games,Music,Television programme,22.852981637796805,7.130848735092837
1943,4,Television programme,TV chat shows,TV comedies,13.138421233468701,22.573104646371636
1944,5,Online shopping,Sports,Consumer electronics,20.888308346744097,7.622249408859695
1945,4,Music,Restaurants,Coffeehouses,9.875755081070139,26.27977181192198
1946,5,Music,Restaurants,Coffeehouses,4.599689921034617,54.1924011671988
1947,1,Music,Travel,Vehicles,1.0474864212157229,11.93068639542026
1948,4,Music,Television programme,TV chat shows,13.993104668663335,22.417634412233582
1949,5,Television programme,TV chat shows,TV comedies,7.911867123449964,29.570159111471597
1950,4,Television programme,Restaurants,Sports,10.670186373292745,16.797721528449344
1951,4,Television programme,TV chat shows,TV comedies,8.676790005590668,9.642480804752743
1952,5,Drinks,Restaurants,Arts and music,17.2779790079326,1.949057141603527
1953,5,Television programme,Restaurants,Vehicles,14.021636017445761,7.894274901995848
1954,4,Television programme,Restaurants,Shopping,14.592289774542303,2.6540148266659305
1955,4,Restaurants,Arts and music,Computers,7.741394210967885,19.537615211530593
1956,5,Television programme,Arts and music,Acting,15.075848332086057,29.87102690250097
1957,4,Reading,Television programme,TV chat shows,13.90448872971078,17.82596824796503
1958,4,Television programme,Restaurants,Shopping,17.849619407834602,0.752076762035518
1959,4,Music,Reading,Television programme,12.197383526059177,22.150765776297042
1960,5,Television programme,TV chat shows,TV comedies,4.417898773770218,18.53429219267974
1961,4,Films,Reading,Television programme,17.316873100289865,26.076096195131143
1962,5,Television programme,TV chat shows,TV comedies,5.186286583253265,21.98250275037101
1963,5,Television programme,Travel,Cosmetics,4.557248223060218,13.440595262318094
1964,4,Television programme,Restaurants,Football,13.986867031785469,12.125358961846723
1965,4,Television programme,TV chat shows,TV comedies,11.768106708744714,13.679818544741892
1966,4,Family,Pets,Vehicles,10.075310661312688,26.552345639738366
1967,3,Arts and music,Home and garden,Vehicles,10.366738697398208,17.34130752073929
1968,4,Television programme,TV chat shows,Restaurants,5.773380316313531,15.665396677574035
1969,5,Films,Television programme,TV chat shows,12.352519303663563,9.314116086146747
1970,5,Films,Television programme,TV chat shows,30.741813158990382,17.291796083118488
1971,3,Television programme,TV chat shows,Restaurants,7.246242083060789,16.81738548390783
1972,4,Restaurants,Coffeehouses,Diners,11.647275928302696,17.70645435838822
1973,6,Music videos,Television programme,TV chat shows,4.16828238672928,7.147513871800213
1974,5,Television programme,TV chat shows,TV comedies,3.415807329550417,18.82765769809175
1975,5,Restaurants,Coffeehouses,Diners,8.510885400994836,17.54518962926824
1976,5,Arts and music,Politics and social issues,Sports,4.444890441209576,26.814169404863964
1977,3,Games,Video games,Restaurants,9.1519842546415,4.984329411795676
1978,4,Films,Music,Vehicles,18.596567113239452,6.719378490025931
1979,5,Music videos,Television programme,Restaurants,9.768368639937666,8.64255505101148
1980,4,Pets,Software,Tablet computers,3.5947750984571103,21.989738262126078
1981,4,Restaurants,Sports,Music videos,10.935837103962319,36.01346600377836
1982,4,Television programme,TV chat shows,TV comedies,10.912598773454755,21.658428364921384
1983,5,Television programme,TV chat shows,TV comedies,8.247617502814123,28.656100021107626
1984,4,Television programme,Travel,Vehicles,18.74469760279547,18.21178141301094
1985,4,Restaurants,Pets,Birds,6.9861540656796235,14.891003916363488
1986,3,Television programme,Arts and music,Acting,8.375287294836228,16.440859113184388
1987,4,Music,Television programme,TV chat shows,8.441313206076675,37.91183989624187
1988,3,Politics and social issues,Computers,Software,12.406097389777846,36.56053927626517
1989,5,Television programme,Restaurants,Vehicles,1.6679882881099175,24.970220483954257
1990,5,Restaurants,Software,Tablet computers,16.30738015419658,2.586023177171862
1991,4,Television programme,Photography,Sculpture,6.148334287338377,13.260503575767778
1992,4,Television programme,TV chat shows,TV comedies,11.299021196034536,26.44781925716628
1993,4,Live events,Restaurants,Coffeehouses,0.19276845374771412,53.43830585673078
1994,5,Television programme,TV chat shows,TV comedies,5.487393636036486,10.46520058631839
1995,5,Television programme,TV chat shows,TV comedies,14.062363916062816,20.98134137459271
1996,4,Live events,Restaurants,Coffeehouses,9.498508728190512,3.9613340313166105
1997,5,Restaurants,Coffeehouses,Diners,14.722128085778625,3.658956649779773
1998,3,Reading,Television programme,TV chat shows,15.446364829796503,33.174253750067045
1999,3,Television programme,Pets,Birds,4.883483343443171,6.279795545310134
