1616,4,Pop music,Restaurants,Sports,11.476761201693884,17.035427297078122
1617,4,Business,Television programme,Pets,9.692829310308223,2.4287707663639413
1618,4,Reading,Television programme,Restaurants,12.929934260436028,10.212947029228744
1619,4,Music,Restaurants,Coffeehouses,5.604132198996216,3.4769092265321024
1620,4,Music,Television programme,TV chat shows,1.2979325018393109,14.865967270826077
1621,4,Television programme,TV chat shows,TV comedies,20.401182183892942,5.486831583405468
1622,5,Reading,Television programme,TV chat shows,14.923784199658078,23.676996783983746
1623,4,Television programme,Restaurants,Vehicles,7.106958871850457,6.0217852922871185
1624,4,Pets,Birds,Software,10.14862698619023,24.33590659359352
1625,5,Films,Television programme,TV chat shows,6.012474344375626,22.73288694767777
1626,4,Restaurants,Coffeehouses,Diners,13.2755299466153,23.954879314627384
1627,5,Restaurants,Coffeehouses,Diners,13.302050248873181,14.616414113434102
1628,4,Drinks,Restaurants,Coffeehouses,12.040620755510574,22.685627748139346
1629,3,Television programme,TV chat shows,TV comedies,10.641121280443997,18.012833292155328
1630,4,Games,Television programme,TV chat shows,9.634738203794354,2.2136545277056463
1631,3,Restaurants,Coffeehouses,Diners,6.3790203096206195,17.110827326569897
1632,5,Music,Vehicles,4x4s,6.000619783214466,10.237699305549713
1633,5,Restaurants,Coffeehouses,Mobile phones,9.224624186983265,34.017089062980986
1634,3,Television programme,TV chat shows,TV comedies,11.86555126890777,4.955423428403732
1635,4,Television programme,Restaurants,Coffeehouses,10.171736637689154,3.733264846781415
1636,5,Reading,Television programme,TV chat shows,13.236097764276929,13.915240615093388
1637,5,Music,Friendship,Restaurants,19.84272467921845,15.517352537393018
1638,4,Television programme,Restaurants,Beauty,5.888559926443787,20.02405338117726
1639,4,Alcoholic drink,Vehicles,4x4s,12.692894701972872,16.917822941790543
1640,5,Music,Restaurants,Coffeehouses,10.285016616865125,27.785013537112803
1641,4,Drinks,Restaurants,Sports,0.3053067505312832,17.506907589045348
1642,5,Television programme,TV chat shows,TV comedies,9.380426990430967,12.418455523598684
1643,4,Television programme,Restaurants,Vehicles,7.765311932415964,20.735733691241315
1644,5,Television programme,TV chat shows,Restaurants,4.7870323459817214,19.329099048649766
1645,5,Television programme,Restaurants,Cosmetics,5.945077784714925,3.64427816158282
1646,5,Television programme,Restaurants,Sports,18.75991910127232,31.021576025596623
1647,4,Television programme,Restaurants,Arts and music,9.01230996129308,9.890198260370521
1648,4,Television programme,TV chat shows,Restaurants,16.09031705256305,23.00482542833285
1649,3,Television programme,TV chat shows,TV comedies,14.071932125030898,8.2798201914984
1650,4,Live events,Reading,Restaurants,22.560207705793516,25.130955309258283
1651,5,Television programme,Travel,Vehicles,6.8868821830932045,20.89839155759275
1652,4,Television programme,TV chat shows,TV comedies,5.214512695837807,16.04382844464451
1653,4,Television programme,Restaurants,Consumer electronics,13.432641411354792,3.1070789462121073
1654,5,Television programme,TV chat shows,TV comedies,6.659886622116475,7.701174581504756
1655,4,Television programme,Restaurants,Vehicles,0.8326954367935464,29.64079932359221
1656,4,Music,Restaurants,Coffeehouses,11.361638490053192,12.047447860715918
1657,4,Television programme,Restaurants,Pets,9.549588915405,35.96783643059644
1658,5,Pets,Vehicles,4x4s,13.968763340613677,9.867551899646847
1659,4,Television programme,TV chat shows,TV comedies,1.254756756712947,16.312464505766904
1660,4,Television programme,TV chat shows,TV comedies,20.180773228434212,14.116093277590696
1661,5,Music,Reading,Restaurants,5.530323150909271,31.71456782481563
1662,4,Restaurants,Politics and social issues,Mobile phones,19.040894109350432,9.978963075588126
1663,5,Television programme,TV chat shows,TV comedies,1.521591236244424,9.955218859063654
1664,3,Personal finance,Reading,Vehicles,14.530275719794474,25.988035727601805
1665,5,Friendship,Beauty,Mobile phones,14.222220257657042,28.34331220110712
1666,5,Games,Television programme,Drinks,18.27095397890946,15.474772452227098
1667,3,Television programme,Restaurants,Shopping,9.027490362021075,33.374741828025165
1668,5,Television programme,TV chat shows,Restaurants,10.719101828233137,24.98812840042098
1669,3,Music,Television programme,Arts and music,10.562168965636294,11.564274692713228
1670,5,Television programme,Alcoholic drink,Politics and social issues,9.917372728628644,10.853528352498355
1671,4,Drinks,Restaurants,Travel,14.384187834694835,30.113372099458743
1672,4,Television programme,Restaurants,Vehicles,2.8708369859055693,13.228227903967673
1673,4,Live events,Arts and music,Sports,20.663951121244455,27.894186875913455
1674,4,Games,Restaurants,Arts and music,15.232820009493086,27.601040783316023
1675,3,Games,Live events,Politics and social issues,10.20752317814931,3.4112406566724918
1676,5,Games,Restaurants,Coffeehouses,11.212112044096607,30.781318149238928
1677,4,Restaurants,Coffeehouses,Diners,13.192444078042506,28.98958784568164
1678,3,Television programme,TV chat shows,TV comedies,5.972020420308391,29.8762245875201
1679,3,Games,Television programme,Restaurants,22.271487903441397,10.200810013392772
1680,4,Television programme,Restaurants,Arts and music,23.05896236816296,15.518167966612108
1681,6,Drinks,Restaurants,Arts and music,5.366045491966414,18.880544382436128
1682,4,Television programme,Drinks,Coffee,21.456049571166155,19.087604190987992
1683,5,Vehicles,4x4s,Automobiles,19.9393916630873,10.2719149652114
1684,5,Live events,Vehicles,4x4s,11.736668419910758,14.98749736276762
1685,5,Reading,Photography,Shoes,7.949389429255927,15.858087652596142
1686,4,Television programme,TV chat shows,Restaurants,12.836008228708405,58.82084971799107
1687,5,Television programme,Arts and music,Acting,3.8649967074106844,23.37424336365397
1688,4,Television programme,Restaurants,Vehicles,15.61793423044082,10.925699170768532
1689,4,Television programme,Food,Restaurants,15.00649484230995,20.29772460491251
1690,4,Restaurants,Coffeehouses,Diners,20.153971165716356,44.18764268976646
1691,4,Music,Vehicles,4x4s,2.3622325930494688,8.605767166249663
1692,3,Music,Television programme,TV chat shows,2.797450812087506,5.026617593630224
1693,4,Television programme,Home and garden,DIY,3.8346586726989624,24.872953420117614
1694,3,Games,Music videos,Shopping,10.338025723574882,20.195356734929405
1695,5,Films,Music,Restaurants,15.598961976133426,11.860188437414402
1696,3,Music,Television programme,Restaurants,17.119839851496856,13.986143158902227
1697,4,Television programme,TV chat shows,TV comedies,3.5734102467156497,15.659106492262467
1698,4,Restaurants,Coffeehouses,Diners,11.047317990988079,9.924857652039844
1699,4,Rock music,Restaurants,Coffeehouses,2.9371687233403625,15.549944742186455
1700,5,Television programme,Restaurants,Vehicles,23.059517163406177,0.9489067158983762
1701,4,Drinks,Restaurants,Coffeehouses,13.637528027286667,16.70483145163619
1702,5,Live events,Television programme,TV chat shows,12.66856558377572,29.013603947311488
1703,4,Restaurants,Arts and music,Home and garden,7.937053725228411,21.211856999102388
1704,4,Food,Restaurants,Coffeehouses,31.42868144001926,16.56870881041296
1705,5,Films,Television programme,TV chat shows,5.1765911508899345,24.02486506537091
1706,4,Television programme,TV chat shows,Restaurants,4.349060387295664,8.225861025401114
1707,5,Television programme,Restaurants,Politics and social issues,23.850598393457936,35.20505477962735
1708,5,Vehicles,4x4s,Automobiles,4.491890142391723,19.974948522281633
1709,5,Reading,Pets,Shoes,11.616163580476591,27.510171916666504
1710,3,Food,Restaurants,Coffeehouses,17.491910139688137,22.2811959664324
1711,3,Television programme,TV chat shows,Food,0.9952046248723487,25.390130346717946
1712,4,Restaurants,Coffeehouses,Diners,9.206506770172096,14.541742833152478
1713,5,Television programme,TV chat shows,TV comedies,16.207114345536347,19.921496112124835
1714,4,Television programme,Restaurants,Coffeehouses,10.73020698172278,6.33641710159397
1715,3,Television programme,TV chat shows,TV comedies,8.072400776791092,5.826951741560512
1716,5,Music,Restaurants,Coffeehouses,5.199355036228559,15.848509636531238
1717,4,Films,Vehicles,4x4s,9.566972136514718,11.855631047321456
1718,4,Films,Television programme,TV chat shows,18.30986385153374,41.97960418590666
1719,3,Television programme,Family,Fatherhood,0.11105992088763017,35.22419853628461
1720,4,Films,Restaurants,Coffeehouses,5.9053538713459375,12.254721782848561
1721,5,Music videos,Television programme,Restaurants,3.470036766976966,19.598383058133432
1722,5,Television programme,TV chat shows,Restaurants,6.559113927805878,24.67223413575094
1723,5,Films,Television programme,TV chat shows,10.685757631343105,24.80045227919685
1724,4,Games,Television programme,TV chat shows,17.403056270050875,0.16274294081423868
1725,4,Television programme,Restaurants,Consumer electronics,3.2992031083175366,19.9635448352479
1726,4,Television programme,Restaurants,Home and garden,10.36510044230463,2.2704007570886624
1727,4,Restaurants,Coffeehouses,Diners,5.690795353884518,7.94345816595804
1728,3,Restaurants,Coffeehouses,Diners,14.610774821490109,44.589120697814046
1729,3,Television programme,TV chat shows,Restaurants,6.01726391913289,6.893846862758711
1730,5,Television programme,TV chat shows,TV comedies,2.1785274480664585,3.898652715782955
1731,3,Family,Arts and music,Vehicles,6.721508907940637,16.777859650055113
1732,5,Television programme,Alcoholic drink,Beer,0.5781459036118566,6.924000756129128
1733,4,Television programme,Restaurants,Vehicles,20.222908774796508,14.256848242054202
1734,4,Television programme,TV chat shows,TV comedies,5.334353198059381,10.340882655664865
1735,3,Television programme,TV chat shows,Restaurants,17.69240314402701,27.797878805214708
1736,4,Live events,Family,Sports,12.957479677295037,8.848456403697728
1737,5,Television programme,Restaurants,Vehicles,14.047234244495812,38.67408210139175
1738,5,Video games,Television programme,Restaurants,24.796742656086238,8.813127227963719
1739,5,Films,Television programme,TV chat shows,0.8589799326158865,3.616395985029788
1740,4,Television programme,TV chat shows,Restaurants,21.228721339340016,45.675289517374075
1741,5,Television programme,Restaurants,Beauty,1.80730073958021,34.17451489345904
1742,4,Restaurants,Sports,Television programme,6.408227621463433,20.27249507458467
1743,4,Television programme,TV chat shows,Friendship,14.164403839054945,9.471470427860634
1744,5,Games,Music videos,Television programme,17.749824738206517,25.19338153266559
1745,4,Food,Restaurants,Home and garden,8.653852296830237,9.583526475440884
1746,4,Television programme,TV chat shows,TV comedies,8.500108119887221,24.259679249964954
1747,3,Restaurants,Coffeehouses,Diners,16.552569037467304,17.628181373528527
1748,4,Drinks,Restaurants,Coffeehouses,11.689578357710623,7.421067783112818
1749,4,Video games,Restaurants,Coffeehouses,7.380503422749035,9.123725515776242
1750,4,Personal finance,Restaurants,Coffeehouses,7.212823862134922,6.698256191628151
1751,5,Television programme,Restaurants,Sports,9.988910093643192,12.585663672044841
1752,4,Films,Television programme,Restaurants,15.450302605131116,13.328665109154853
1753,5,Business,Television programme,TV chat shows,9.975034282563598,16.00324726267259
1754,5,Music,Television programme,Restaurants,5.651858965290283,10.326963859598568
1755,3,Films,Action films,Restaurants,15.460230131275564,11.44921682790958
1756,4,Television programme,Restaurants,Travel,2.252977206568305,37.054537281582554
1757,4,Television programme,Friendship,Marriage,6.7792167925414955,32.4825605964884
1758,5,Restaurants,Politics and social issues,Charity and causes,8.971119780230042,24.533620576312412
1759,4,Television programme,TV chat shows,Restaurants,14.17650844814748,17.174926873385598
1760,4,Television programme,Restaurants,Computers,13.569122046245354,13.097606319488277
1761,5,Television programme,Restaurants,Pets,19.05902689786227,41.09010671827355
1762,4,Video games,Restaurants,Coffeehouses,12.234244496674817,29.35172105796024
1763,4,Television programme,Restaurants,Vehicles,7.383704285334832,0.8700176705290819
1764,4,Games,Television programme,TV chat shows,13.329486304133528,11.081893887680213
1765,4,Restaurants,Consumer electronics,Films,10.152853132290995,24.542281609624943
1766,5,Personal finance,Television programme,TV chat shows,3.8585851958588924,23.513588898453037
1767,5,Pop music,Vehicles,4x4s,15.90778463777473,24.3966809380141
1768,4,Music,Television programme,Restaurants,15.850620477921865,25.13158435526558
1769,4,Home and garden,Vehicles,4x4s,28.725349933574932,24.45410308873331
1770,5,Restaurants,Software,Tablet computers,2.7882394637904993,12.469216144386358
1771,5,Films,Television programme,Restaurants,15.668703563653931,26.535482298933115
1772,3,Films,Television programme,Restaurants,7.19653467965612,22.352200532958815
1773,3,Drinks,Restaurants,Home and garden,13.941565401021187,0.804420788132413
1774,5,Restaurants,Coffeehouses,Consumer electronics,8.95007891883001,19.537921976226652
1775,5,Live events,Television programme,TV chat shows,4.298068489602682,36.42064958368455
1776,5,Television programme,TV chat shows,TV comedies,11.309745096960336,4.934625580670009
1777,5,Music,Television programme,TV chat shows,13.230709896104269,16.90014984505779
1778,5,Music,Restaurants,Consumer electronics,12.40258347854359,7.3844678815748415
1779,4,Music,Television programme,TV chat shows,23.98297706556348,8.374311493434018
1780,4,Television programme,TV chat shows,Restaurants,12.878363683230265,14.15538594941882
1781,5,Restaurants,Consumer electronics,Television programme,6.218891878419878,21.40483808689525
1782,6,Music,Television programme,Restaurants,11.889135776670749,30.94352130355052
1783,5,Television programme,TV chat shows,Travel,26.77142664308716,22.38164906164801
1784,5,Reading,Restaurants,Politics and social issues,9.824131491280244,0.12293705884357031
1785,4,Television programme,TV chat shows,TV comedies,11.45399081141246,4.775925731110894
1786,4,Business,Television programme,TV chat shows,20.764978671648564,12.454717605919122
